0,-784.0,199.0,1493.0,106950.0
0,-737.0,-407.0,1447.0,109465.59
0,-1706.0,67.0,1780.0,106950.0
0,1855.0,-1072.0,1006.0,105479.24
0,-20.0,206.0,1487.0,112065.0
0,-268.0,-224.0,1678.0,111538.22
1,1693.0,-767.0,1652.0,104036.39
1,259.0,-1254.0,1212.0,104995.22
1,867.0,-1522.0,981.0,105479.24
1,655.0,-2276.0,607.0,103089.62
1,2557.0,-2889.0,-284.0,98972.47
1,-2059.0,-574.0,2123.0,104036.39
1,-244.0,-1779.0,1608.0,105479.24
1,509.0,-2096.0,1818.0,102154.68
1,-227.0,880.0,1698.0,108449.53
1,-955.0,-363.0,1015.0,107446.6
1,-1469.0,-478.0,1179.0,104036.39
1,-738.0,-976.0,1092.0,102154.68
1,-1549.0,-1571.0,1381.0,103089.62
1,-1635.0,-3490.0,343.0,98088.14
1,2366.0,-1768.0,1509.0,101231.37
1,1010.0,-2363.0,1501.0,104995.22
1,2260.0,-1732.0,795.0,102620.69
1,1489.0,-2055.0,1144.0,103089.62
1,353.0,-109.0,1814.0,106950.0
1,935.0,-455.0,744.0,106950.0
1,132.0,-1657.0,2116.0,105966.35
1,1237.0,-2166.0,1216.0,100774.0
1,-269.0,-906.0,778.0,106456.6
1,-1174.0,324.0,2001.0,104995.22
1,-520.0,-1806.0,1709.0,105966.35
1,-306.0,-1088.0,1287.0,107446.6
1,-478.0,-1419.0,1555.0,105966.35
2,3397.0,-310.0,-3098.0,114752.53
2,1124.0,1296.0,2584.0,88640.62
2,2685.0,-667.0,-3786.0,113129.21
2,3571.0,1285.0,-1560.0,104995.22
2,3412.0,-128.0,-3951.0,111014.89
2,2516.0,-1596.0,-3299.0,114752.53
2,4380.0,-2213.0,-2367.0,111014.89
2,2979.0,-3236.0,-3007.0,107946.43
2,3596.0,-2251.0,-2211.0,111014.89
2,2152.0,-2263.0,-3692.0,112065.0
2,-1548.0,-4788.0,-6837.0,115301.03
2,344.0,-3197.0,-4920.0,115301.03
2,858.0,-2130.0,-2267.0,111014.89
2,127.0,536.0,-2411.0,111538.22
2,533.0,3693.0,-1479.0,102620.69
2,-445.0,3874.0,1996.0,96351.35
2,2669.0,1459.0,-4096.0,113666.66
2,1783.0,2151.0,-3851.0,113666.66
2,2968.0,2962.0,-3055.0,107446.6
2,2137.0,1361.0,-3875.0,112065.0
2,-1401.0,2014.0,-2183.0,111538.22
2,1878.0,970.0,-4788.0,113129.21
2,2864.0,2809.0,-3909.0,109978.61
2,3073.0,3302.0,-3432.0,109978.61
2,2003.0,1773.0,-4461.0,112065.0
2,1390.0,2624.0,-3141.0,106456.6
3,-3882.0,3072.0,-1013.0,118100.35
3,137.0,2206.0,-1709.0,123391.08
3,-5825.0,-4277.0,-6419.0,104995.22
3,-6709.0,-3175.0,-4702.0,122786.48
3,1007.0,3627.0,-2354.0,101231.37
3,888.0,3559.0,-1892.0,109465.59
3,865.0,4251.0,-1310.0,119247.39
3,-278.0,4836.0,-1153.0,126480.0
3,144.0,-372.0,-3229.0,101231.37
3,-861.0,2064.0,-785.0,104995.22
3,-343.0,2861.0,-382.0,118100.35
3,-101.0,3474.0,-414.0,124613.32
3,-723.0,3872.0,259.0,124613.32
3,1692.0,2311.0,-1964.0,105966.35
3,1843.0,3491.0,-1129.0,119247.39
3,1451.0,3780.0,-1383.0,125231.05
3,1442.0,4449.0,-278.0,126480.0
3,505.0,-2771.0,-2195.0,108449.53
3,-5153.0,-1730.0,-3917.0,104995.22
3,3464.0,-1290.0,-2145.0,102620.69
3,-6354.0,-460.0,-3899.0,108449.53
3,1759.0,-3280.0,-2039.0,111538.22
3,-6279.0,-2881.0,-5646.0,102620.69
3,4394.0,-1220.0,-1345.0,121590.11
3,-5552.0,-3631.0,-5317.0,120410.53
3,4159.0,1071.0,-1981.0,111538.22
3,1284.0,-5305.0,-4196.0,106456.6
3,-241.0,5779.0,-3902.0,107946.43
3,1550.0,-2202.0,-1134.0,106456.6
3,298.0,4372.0,-1687.0,110495.07
3,1913.0,-1502.0,-743.0,105966.35
4,1146.0,1027.0,313.0,102154.68
4,4412.0,-4482.0,-1040.0,104995.22
4,832.0,3388.0,1115.0,106950.0
4,1366.0,3609.0,-1425.0,104995.22
4,647.0,3588.0,-3111.0,103089.62
4,-1943.0,-126.0,3057.0,103089.62
4,-2942.0,572.0,137.0,105966.35
4,-4293.0,1240.0,2217.0,106456.6
4,-4220.0,1511.0,-501.0,104995.22
4,-854.0,1508.0,1260.0,102154.68
4,-893.0,531.0,1452.0,115301.03
4,-2196.0,953.0,1409.0,107446.6
4,-1051.0,2450.0,-1689.0,103089.62
4,153.0,310.0,1742.0,102620.69
4,2512.0,2737.0,661.0,109978.61
4,1598.0,4175.0,1063.0,105479.24
4,1464.0,3392.0,4433.0,100774.0
4,2494.0,1933.0,2711.0,100774.0